item_id,order_id,prod_id,qty,mrp,discount_amount,selling_price,cogs
ITEM_0000051,ORD_000038,PRD_0047,1,2460.0,1057.8,1402.2,1167.97
ITEM_0000052,ORD_000038,PRD_0098,1,5210.0,2448.7,2761.3,2362.66
ITEM_0000053,ORD_000039,PRD_0058,1,1180.0,177.0,1003.0,634.75
ITEM_0000054,ORD_000040,PRD_0099,1,4310.0,1594.7,2715.3,2160.98
ITEM_0000055,ORD_000041,PRD_0160,1,1600.0,480.0,1120.0,769.38
ITEM_0000056,ORD_000042,PRD_0075,1,1550.0,697.5,852.5,673.01
ITEM_0000057,ORD_000043,PRD_0035,1,870.0,365.4,504.6,444.13
ITEM_0000058,ORD_000044,PRD_0132,1,760.0,357.2,402.8,355.44
ITEM_0000059,ORD_000045,PRD_0155,1,1630.0,945.4,684.6,735.77
ITEM_0000060,ORD_000046,PRD_0126,1,410.0,98.4,311.6,181.41
ITEM_0000061,ORD_000046,PRD_0028,1,2880.0,403.2,2476.8,1304.06
ITEM_0000062,ORD_000046,PRD_0042,1,870.0,217.5,652.5,453.89
ITEM_0000063,ORD_000047,PRD_0109,1,4400.0,1628.0,2772.0,2379.56
ITEM_0000064,ORD_000047,PRD_0062,1,3390.0,1356.0,2034.0,1643.77
ITEM_0000065,ORD_000047,PRD_0078,1,4290.0,1544.4,2745.6,2082.52
ITEM_0000066,ORD_000048,PRD_0044,1,840.0,336.0,504.0,444.74
ITEM_0000067,ORD_000048,PRD_0045,1,2290.0,1167.9,1122.1,1183.55
ITEM_0000068,ORD_000049,PRD_0117,1,2760.0,745.2,2014.8,1317.73
ITEM_0000069,ORD_000050,PRD_0055,1,2660.0,345.8,2314.2,1140.18
ITEM_0000070,ORD_000050,PRD_0059,1,2530.0,961.4,1568.6,1330.78
ITEM_0000071,ORD_000051,PRD_0118,1,1520.0,532.0,988.0,639.61
ITEM_0000072,ORD_000052,PRD_0113,1,2720.0,707.2,2012.8,1169.52
ITEM_0000073,ORD_000053,PRD_0017,1,1330.0,305.9,1024.1,689.95
ITEM_0000074,ORD_000053,PRD_0140,1,530.0,90.1,439.9,289.8
ITEM_0000075,ORD_000054,PRD_0114,1,3470.0,624.6,2845.4,1715.39
ITEM_0000076,ORD_000054,PRD_0042,1,870.0,330.6,539.4,453.89
ITEM_0000077,ORD_000054,PRD_0029,1,1130.0,429.4,700.6,570.65
ITEM_0000078,ORD_000055,PRD_0022,1,2800.0,924.0,1876.0,1494.75
ITEM_0000079,ORD_000056,PRD_0156,1,2370.0,805.8,1564.2,1266.19
ITEM_0000080,ORD_000056,PRD_0040,1,2980.0,715.2,2264.8,1440.73
ITEM_0000081,ORD_000056,PRD_0028,1,2880.0,950.4,1929.6,1304.06
ITEM_0000082,ORD_000057,PRD_0039,1,950.0,247.0,703.0,457.78
ITEM_0000083,ORD_000058,PRD_0115,1,1860.0,465.0,1395.0,1014.04
ITEM_0000084,ORD_000059,PRD_0033,1,2960.0,355.2,2604.8,1296.75
ITEM_0000085,ORD_000060,PRD_0064,1,2330.0,559.2,1770.8,1015.65
ITEM_0000086,ORD_000061,PRD_0117,1,2760.0,1297.2,1462.8,1317.73
ITEM_0000087,ORD_000061,PRD_0180,1,1450.0,754.0,696.0,759.23
ITEM_0000088,ORD_000062,PRD_0127,1,810.0,210.6,599.4,342.35
ITEM_0000089,ORD_000063,PRD_0130,1,540.0,97.2,442.8,238.86
ITEM_0000090,ORD_000064,PRD_0126,1,410.0,143.5,266.5,181.41
ITEM_0000091,ORD_000065,PRD_0041,1,2140.0,321.0,1819.0,1125.76
ITEM_0000092,ORD_000065,PRD_0018,1,1520.0,212.8,1307.2,691.13
ITEM_0000093,ORD_000066,PRD_0151,1,1680.0,520.8,1159.2,729.83
ITEM_0000094,ORD_000067,PRD_0081,1,3580.0,787.6,2792.4,1581.97
ITEM_0000095,ORD_000068,PRD_0144,1,750.0,397.5,352.5,393.08
ITEM_0000096,ORD_000069,PRD_0059,1,2530.0,1467.4,1062.6,1330.78
ITEM_0000097,ORD_000070,PRD_0112,1,4630.0,1342.7,3287.3,2498.8
ITEM_0000098,ORD_000071,PRD_0035,1,870.0,487.2,382.8,444.13
ITEM_0000099,ORD_000071,PRD_0088,1,4150.0,2116.5,2033.5,1812.07
ITEM_0000100,ORD_000072,PRD_0010,1,1810.0,687.8,1122.2,989.92
ITEM_0000101,ORD_000073,PRD_0037,1,1120.0,358.4,761.6,603.32
ITEM_0000102,ORD_000074,PRD_0134,1,750.0,345.0,405.0,329.66
ITEM_0000103,ORD_000074,PRD_0165,1,540.0,232.2,307.8,267.06
ITEM_0000104,ORD_000075,PRD_0103,1,4700.0,2115.0,2585.0,2080.28
ITEM_0000105,ORD_000076,PRD_0157,1,1850.0,980.5,869.5,843.02
ITEM_0000106,ORD_000076,PRD_0127,1,810.0,315.9,494.1,342.35
ITEM_0000107,ORD_000077,PRD_0106,1,5420.0,1897.0,3523.0,2494.8
ITEM_0000108,ORD_000077,PRD_0152,1,1060.0,381.6,678.4,543.66
ITEM_0000109,ORD_000078,PRD_0019,1,1800.0,252.0,1548.0,875.5
ITEM_0000110,ORD_000078,PRD_0110,1,5250.0,1470.0,3780.0,2658.57
ITEM_0000111,ORD_000079,PRD_0053,1,1090.0,316.1,773.9,516.21
ITEM_0000112,ORD_000080,PRD_0059,1,2530.0,607.2,1922.8,1330.78
ITEM_0000113,ORD_000080,PRD_0006,1,3190.0,669.9,2520.1,1355.64
ITEM_0000114,ORD_000081,PRD_0108,1,3810.0,457.2,3352.8,1772.0
ITEM_0000115,ORD_000082,PRD_0073,1,3880.0,1319.2,2560.8,1937.5
ITEM_0000116,ORD_000082,PRD_0097,1,3530.0,1235.5,2294.5,1817.16
ITEM_0000117,ORD_000083,PRD_0067,1,2980.0,923.8,2056.2,1500.06
ITEM_0000118,ORD_000084,PRD_0055,1,2660.0,1436.4,1223.6,1140.18
ITEM_0000119,ORD_000084,PRD_0121,1,790.0,402.9,387.1,422.4
ITEM_0000120,ORD_000085,PRD_0006,1,3190.0,733.7,2456.3,1355.64
ITEM_0000121,ORD_000086,PRD_0157,1,1850.0,370.0,1480.0,843.02
ITEM_0000122,ORD_000087,PRD_0180,1,1450.0,275.5,1174.5,759.23
ITEM_0000123,ORD_000088,PRD_0005,1,2930.0,703.2,2226.8,1429.18
ITEM_0000124,ORD_000089,PRD_0161,1,1760.0,316.8,1443.2,832.47
ITEM_0000125,ORD_000090,PRD_0146,1,910.0,200.2,709.8,449.19
ITEM_0000126,ORD_000090,PRD_0043,1,840.0,285.6,554.4,426.4
ITEM_0000127,ORD_000090,PRD_0016,1,1540.0,523.6,1016.4,690.76
ITEM_0000128,ORD_000091,PRD_0021,1,1560.0,421.2,1138.8,839.85
ITEM_0000129,ORD_000092,PRD_0164,1,1990.0,338.3,1651.7,860.0
ITEM_0000130,ORD_000093,PRD_0109,1,4400.0,1100.0,3300.0,2379.56
ITEM_0000131,ORD_000094,PRD_0035,1,870.0,374.1,495.9,444.13
ITEM_0000132,ORD_000095,PRD_0119,1,2250.0,720.0,1530.0,1188.69
ITEM_0000133,ORD_000096,PRD_0138,1,940.0,470.0,470.0,475.93
ITEM_0000134,ORD_000097,PRD_0098,1,5210.0,1979.8,3230.2,2362.66
ITEM_0000135,ORD_000098,PRD_0178,1,2390.0,884.3,1505.7,1295.01
ITEM_0000136,ORD_000099,PRD_0093,1,2900.0,696.0,2204.0,1287.82
ITEM_0000137,ORD_000099,PRD_0024,1,1170.0,187.2,982.8,639.91
ITEM_0000138,ORD_000100,PRD_0174,1,1810.0,343.9,1466.1,888.77
ITEM_0000139,ORD_000100,PRD_0079,1,1420.0,511.2,908.8,780.66
ITEM_0000140,ORD_000101,PRD_0059,1,2530.0,885.5,1644.5,1330.78
ITEM_0000141,ORD_000101,PRD_0014,1,1380.0,262.2,1117.8,637.52
ITEM_0000142,ORD_000101,PRD_0139,1,720.0,93.6,626.4,385.15
ITEM_0000143,ORD_000102,PRD_0060,1,1400.0,280.0,1120.0,755.12
ITEM_0000144,ORD_000102,PRD_0180,1,1450.0,304.5,1145.5,759.23
ITEM_0000145,ORD_000103,PRD_0056,1,2540.0,1473.2,1066.8,1352.3
ITEM_0000146,ORD_000103,PRD_0153,1,840.0,310.8,529.2,447.68
ITEM_0000147,ORD_000104,PRD_0086,1,2890.0,520.2,2369.8,1484.16
ITEM_0000148,ORD_000105,PRD_0031,1,860.0,137.6,722.4,363.04
ITEM_0000149,ORD_000105,PRD_0109,1,4400.0,1012.0,3388.0,2379.56
ITEM_0000150,ORD_000106,PRD_0084,1,4470.0,2011.5,2458.5,2052.55
ITEM_0000151,ORD_000107,PRD_0001,1,3100.0,930.0,2170.0,1481.52
ITEM_0000152,ORD_000107,PRD_0132,1,760.0,197.6,562.4,355.44
ITEM_0000153,ORD_000108,PRD_0163,1,1570.0,235.5,1334.5,753.97
ITEM_0000154,ORD_000109,PRD_0024,1,1170.0,397.8,772.2,639.91
ITEM_0000155,ORD_000110,PRD_0119,1,2250.0,1350.0,900.0,1188.69
ITEM_0000156,ORD_000111,PRD_0017,1,1330.0,465.5,864.5,689.95
ITEM_0000157,ORD_000112,PRD_0121,1,790.0,355.5,434.5,422.4
ITEM_0000158,ORD_000113,PRD_0007,1,1820.0,546.0,1274.0,819.32
ITEM_0000159,ORD_000114,PRD_0008,1,1460.0,306.6,1153.4,615.71
ITEM_0000160,ORD_000115,PRD_0076,1,1790.0,948.7,841.3,761.26
ITEM_0000161,ORD_000115,PRD_0099,1,4310.0,1810.2,2499.8,2160.98
ITEM_0000162,ORD_000116,PRD_0144,1,750.0,112.5,637.5,393.08
ITEM_0000163,ORD_000116,PRD_0033,1,2960.0,473.6,2486.4,1296.75
ITEM_0000164,ORD_000117,PRD_0107,1,4910.0,2258.6,2651.4,2168.75
ITEM_0000165,ORD_000117,PRD_0009,1,2450.0,955.5,1494.5,1254.99
ITEM_0000166,ORD_000118,PRD_0163,1,1570.0,565.2,1004.8,753.97
ITEM_0000167,ORD_000118,PRD_0115,1,1860.0,390.6,1469.4,1014.04
ITEM_0000168,ORD_000118,PRD_0048,1,2550.0,867.0,1683.0,1218.49
ITEM_0000169,ORD_000119,PRD_0089,1,4360.0,1002.8,3357.2,2206.53
ITEM_0000170,ORD_000120,PRD_0038,1,2080.0,582.4,1497.6,1062.9
ITEM_0000171,ORD_000120,PRD_0009,1,2450.0,735.0,1715.0,1254.99
ITEM_0000172,ORD_000121,PRD_0110,1,5250.0,1890.0,3360.0,2658.57
ITEM_0000173,ORD_000121,PRD_0153,1,840.0,495.6,344.4,447.68
ITEM_0000174,ORD_000122,PRD_0164,1,1990.0,915.4,1074.6,860.0
ITEM_0000175,ORD_000123,PRD_0002,1,1630.0,277.1,1352.9,849.55
ITEM_0000176,ORD_000124,PRD_0032,1,2410.0,1325.5,1084.5,1182.23
ITEM_0000177,ORD_000125,PRD_0099,1,4310.0,560.3,3749.7,2160.98
ITEM_0000178,ORD_000126,PRD_0115,1,1860.0,669.6,1190.4,1014.04
ITEM_0000179,ORD_000127,PRD_0177,1,1860.0,316.2,1543.8,989.85
ITEM_0000180,ORD_000127,PRD_0176,1,1270.0,241.3,1028.7,615.37
ITEM_0000181,ORD_000128,PRD_0017,1,1330.0,704.9,625.1,689.95
ITEM_0000182,ORD_000128,PRD_0087,1,1730.0,795.8,934.2,802.53
ITEM_0000183,ORD_000128,PRD_0096,1,5180.0,2590.0,2590.0,2567.53
ITEM_0000184,ORD_000129,PRD_0087,1,1730.0,259.5,1470.5,802.53
ITEM_0000185,ORD_000130,PRD_0153,1,840.0,420.0,420.0,447.68
ITEM_0000186,ORD_000131,PRD_0033,1,2960.0,651.2,2308.8,1296.75
ITEM_0000187,ORD_000131,PRD_0104,1,3200.0,1024.0,2176.0,1358.82
ITEM_0000188,ORD_000131,PRD_0035,1,870.0,269.7,600.3,444.13
ITEM_0000189,ORD_000132,PRD_0064,1,2330.0,302.9,2027.1,1015.65
ITEM_0000190,ORD_000133,PRD_0001,1,3100.0,1054.0,2046.0,1481.52
ITEM_0000191,ORD_000134,PRD_0171,1,1720.0,481.6,1238.4,942.69
ITEM_0000192,ORD_000134,PRD_0108,1,3810.0,990.6,2819.4,1772.0
ITEM_0000193,ORD_000135,PRD_0076,1,1790.0,250.6,1539.4,761.26
ITEM_0000194,ORD_000136,PRD_0002,1,1630.0,766.1,863.9,849.55
ITEM_0000195,ORD_000137,PRD_0044,1,840.0,142.8,697.2,444.74
ITEM_0000196,ORD_000137,PRD_0135,1,800.0,168.0,632.0,422.36
ITEM_0000197,ORD_000137,PRD_0030,1,3020.0,634.2,2385.8,1652.42
ITEM_0000198,ORD_000138,PRD_0067,1,2980.0,506.6,2473.4,1500.06
ITEM_0000199,ORD_000138,PRD_0073,1,3880.0,1280.4,2599.6,1937.5
ITEM_0000200,ORD_000139,PRD_0014,1,1380.0,248.4,1131.6,637.52
ITEM_0000201,ORD_000139,PRD_0161,1,1760.0,651.2,1108.8,832.47
ITEM_0000202,ORD_000140,PRD_0059,1,2530.0,1290.3,1239.7,1330.78
ITEM_0000203,ORD_000140,PRD_0166,1,620.0,341.0,279.0,328.37
ITEM_0000204,ORD_000141,PRD_0073,1,3880.0,970.0,2910.0,1937.5
ITEM_0000205,ORD_000141,PRD_0016,1,1540.0,354.2,1185.8,690.76
ITEM_0000206,ORD_000142,PRD_0160,1,1600.0,896.0,704.0,769.38
ITEM_0000207,ORD_000143,PRD_0097,1,3530.0,1270.8,2259.2,1817.16
ITEM_0000208,ORD_000143,PRD_0167,1,1450.0,435.0,1015.0,692.53
ITEM_0000209,ORD_000144,PRD_0094,1,2510.0,953.8,1556.2,1080.08
ITEM_0000210,ORD_000144,PRD_0108,1,3810.0,1600.2,2209.8,1772.0
ITEM_0000211,ORD_000144,PRD_0026,1,2020.0,1030.2,989.8,1019.5
ITEM_0000212,ORD_000145,PRD_0055,1,2660.0,1409.8,1250.2,1140.18
ITEM_0000213,ORD_000146,PRD_0016,1,1540.0,492.8,1047.2,690.76
ITEM_0000214,ORD_000147,PRD_0037,1,1120.0,246.4,873.6,603.32
ITEM_0000215,ORD_000148,PRD_0064,1,2330.0,838.8,1491.2,1015.65
ITEM_0000216,ORD_000149,PRD_0175,1,2120.0,339.2,1780.8,910.19
ITEM_0000217,ORD_000150,PRD_0095,1,5420.0,1138.2,4281.8,2495.39
ITEM_0000218,ORD_000151,PRD_0075,1,1550.0,573.5,976.5,673.01
ITEM_0000219,ORD_000152,PRD_0161,1,1760.0,686.4,1073.6,832.47
ITEM_0000220,ORD_000153,PRD_0148,1,980.0,264.6,715.4,500.6
ITEM_0000221,ORD_000153,PRD_0011,1,3080.0,739.2,2340.8,1520.13
ITEM_0000222,ORD_000154,PRD_0024,1,1170.0,152.1,1017.9,639.91
ITEM_0000223,ORD_000155,PRD_0134,1,750.0,270.0,480.0,329.66
ITEM_0000224,ORD_000156,PRD_0058,1,1180.0,141.6,1038.4,634.75
ITEM_0000225,ORD_000157,PRD_0078,1,4290.0,858.0,3432.0,2082.52
ITEM_0000226,ORD_000158,PRD_0065,1,2590.0,984.2,1605.8,1265.43
ITEM_0000227,ORD_000159,PRD_0018,1,1520.0,699.2,820.8,691.13
ITEM_0000228,ORD_000160,PRD_0021,1,1560.0,312.0,1248.0,839.85
ITEM_0000229,ORD_000160,PRD_0034,1,1770.0,548.7,1221.3,757.68
ITEM_0000230,ORD_000160,PRD_0139,1,720.0,259.2,460.8,385.15
ITEM_0000231,ORD_000161,PRD_0123,1,1040.0,551.2,488.8,510.36
ITEM_0000232,ORD_000162,PRD_0094,1,2510.0,552.2,1957.8,1080.08
ITEM_0000233,ORD_000163,PRD_0160,1,1600.0,272.0,1328.0,769.38
ITEM_0000234,ORD_000163,PRD_0162,1,1320.0,158.4,1161.6,575.79
ITEM_0000235,ORD_000163,PRD_0078,1,4290.0,815.1,3474.9,2082.52
ITEM_0000236,ORD_000164,PRD_0156,1,2370.0,1327.2,1042.8,1266.19
ITEM_0000237,ORD_000165,PRD_0164,1,1990.0,955.2,1034.8,860.0
ITEM_0000238,ORD_000165,PRD_0074,1,2670.0,1148.1,1521.9,1213.94
ITEM_0000239,ORD_000166,PRD_0161,1,1760.0,404.8,1355.2,832.47
ITEM_0000240,ORD_000167,PRD_0149,1,930.0,455.7,474.3,442.31
ITEM_0000241,ORD_000167,PRD_0058,1,1180.0,625.4,554.6,634.75
ITEM_0000242,ORD_000168,PRD_0020,1,1870.0,691.9,1178.1,927.63
ITEM_0000243,ORD_000169,PRD_0073,1,3880.0,737.2,3142.8,1937.5
ITEM_0000244,ORD_000169,PRD_0011,1,3080.0,431.2,2648.8,1520.13
ITEM_0000245,ORD_000170,PRD_0172,1,1160.0,452.4,707.6,512.1
ITEM_0000246,ORD_000171,PRD_0057,1,1900.0,741.0,1159.0,953.53
ITEM_0000247,ORD_000172,PRD_0009,1,2450.0,1396.5,1053.5,1254.99
ITEM_0000248,ORD_000173,PRD_0109,1,4400.0,1276.0,3124.0,2379.56
ITEM_0000249,ORD_000174,PRD_0039,1,950.0,532.0,418.0,457.78
ITEM_0000250,ORD_000174,PRD_0052,1,1110.0,588.3,521.7,529.18
ITEM_0000251,ORD_000175,PRD_0114,1,3470.0,485.8,2984.2,1715.39
ITEM_0000252,ORD_000176,PRD_0074,1,2670.0,1174.8,1495.2,1213.94
ITEM_0000253,ORD_000177,PRD_0083,1,1890.0,396.9,1493.1,983.94
ITEM_0000254,ORD_000177,PRD_0129,1,330.0,122.1,207.9,176.41
ITEM_0000255,ORD_000178,PRD_0151,1,1680.0,252.0,1428.0,729.83
ITEM_0000256,ORD_000179,PRD_0057,1,1900.0,1102.0,798.0,953.53
ITEM_0000257,ORD_000180,PRD_0148,1,980.0,205.8,774.2,500.6
ITEM_0000258,ORD_000180,PRD_0143,1,790.0,165.9,624.1,374.12
ITEM_0000259,ORD_000181,PRD_0018,1,1520.0,273.6,1246.4,691.13
ITEM_0000260,ORD_000182,PRD_0054,1,2080.0,811.2,1268.8,890.97
ITEM_0000261,ORD_000183,PRD_0026,1,2020.0,707.0,1313.0,1019.5
ITEM_0000262,ORD_000183,PRD_0166,1,620.0,217.0,403.0,328.37
ITEM_0000263,ORD_000183,PRD_0108,1,3810.0,609.6,3200.4,1772.0
ITEM_0000264,ORD_000184,PRD_0174,1,1810.0,271.5,1538.5,888.77
ITEM_0000265,ORD_000185,PRD_0133,1,940.0,272.6,667.4,482.89
ITEM_0000266,ORD_000186,PRD_0037,1,1120.0,571.2,548.8,603.32
ITEM_0000267,ORD_000187,PRD_0157,1,1850.0,906.5,943.5,843.02
ITEM_0000268,ORD_000188,PRD_0092,1,2480.0,471.2,2008.8,1348.39
ITEM_0000269,ORD_000189,PRD_0014,1,1380.0,179.4,1200.6,637.52
ITEM_0000270,ORD_000190,PRD_0081,1,3580.0,1217.2,2362.8,1581.97
ITEM_0000271,ORD_000191,PRD_0062,1,3390.0,1084.8,2305.2,1643.77
ITEM_0000272,ORD_000191,PRD_0158,1,790.0,292.3,497.7,424.73
ITEM_0000273,ORD_000192,PRD_0146,1,910.0,273.0,637.0,449.19
ITEM_0000274,ORD_000193,PRD_0037,1,1120.0,392.0,728.0,603.32
ITEM_0000275,ORD_000193,PRD_0077,1,4420.0,2121.6,2298.4,2156.37
ITEM_0000276,ORD_000193,PRD_0135,1,800.0,352.0,448.0,422.36
ITEM_0000277,ORD_000194,PRD_0023,1,2420.0,556.6,1863.4,1145.42
ITEM_0000278,ORD_000195,PRD_0123,1,1040.0,166.4,873.6,510.36
ITEM_0000279,ORD_000195,PRD_0156,1,2370.0,355.5,2014.5,1266.19
ITEM_0000280,ORD_000196,PRD_0167,1,1450.0,652.5,797.5,692.53
ITEM_0000281,ORD_000197,PRD_0009,1,2450.0,612.5,1837.5,1254.99
ITEM_0000282,ORD_000198,PRD_0073,1,3880.0,504.4,3375.6,1937.5
ITEM_0000283,ORD_000199,PRD_0038,1,2080.0,499.2,1580.8,1062.9
ITEM_0000284,ORD_000199,PRD_0174,1,1810.0,362.0,1448.0,888.77
ITEM_0000285,ORD_000200,PRD_0132,1,760.0,433.2,326.8,355.44
ITEM_0000286,ORD_000200,PRD_0130,1,540.0,253.8,286.2,238.86
ITEM_0000287,ORD_000201,PRD_0090,1,2990.0,538.2,2451.8,1388.95
ITEM_0000288,ORD_000202,PRD_0117,1,2760.0,993.6,1766.4,1317.73
ITEM_0000289,ORD_000203,PRD_0114,1,3470.0,936.9,2533.1,1715.39
ITEM_0000290,ORD_000204,PRD_0052,1,1110.0,255.3,854.7,529.18
ITEM_0000291,ORD_000205,PRD_0148,1,980.0,186.2,793.8,500.6
ITEM_0000292,ORD_000206,PRD_0050,1,1700.0,646.0,1054.0,720.35
ITEM_0000293,ORD_000207,PRD_0070,1,4370.0,2578.3,1791.7,2300.48
ITEM_0000294,ORD_000207,PRD_0157,1,1850.0,980.5,869.5,843.02
ITEM_0000295,ORD_000208,PRD_0112,1,4630.0,740.8,3889.2,2498.8
ITEM_0000296,ORD_000209,PRD_0080,1,4360.0,1613.2,2746.8,2190.12
ITEM_0000297,ORD_000210,PRD_0087,1,1730.0,847.7,882.3,802.53
ITEM_0000298,ORD_000211,PRD_0132,1,760.0,243.2,516.8,355.44
ITEM_0000299,ORD_000212,PRD_0135,1,800.0,288.0,512.0,422.36
ITEM_0000300,ORD_000212,PRD_0135,1,800.0,288.0,512.0,422.36
ITEM_0000301,ORD_000213,PRD_0113,1,2720.0,1360.0,1360.0,1169.52
ITEM_0000302,ORD_000214,PRD_0122,1,720.0,403.2,316.8,380.6
ITEM_0000303,ORD_000215,PRD_0059,1,2530.0,708.4,1821.6,1330.78
ITEM_0000304,ORD_000215,PRD_0017,1,1330.0,372.4,957.6,689.95
ITEM_0000305,ORD_000216,PRD_0008,1,1460.0,846.8,613.2,615.71
ITEM_0000306,ORD_000216,PRD_0050,1,1700.0,612.0,1088.0,720.35
ITEM_0000307,ORD_000217,PRD_0105,1,5210.0,1875.6,3334.4,2582.76
ITEM_0000308,ORD_000217,PRD_0045,1,2290.0,1076.3,1213.7,1183.55
ITEM_0000309,ORD_000218,PRD_0064,1,2330.0,885.4,1444.6,1015.65
ITEM_0000310,ORD_000219,PRD_0054,1,2080.0,582.4,1497.6,890.97
ITEM_0000311,ORD_000220,PRD_0131,1,820.0,270.6,549.4,431.29
ITEM_0000312,ORD_000221,PRD_0058,1,1180.0,436.6,743.4,634.75
ITEM_0000313,ORD_000221,PRD_0099,1,4310.0,560.3,3749.7,2160.98
ITEM_0000314,ORD_000222,PRD_0101,1,3790.0,606.4,3183.6,1915.53
ITEM_0000315,ORD_000223,PRD_0082,1,3280.0,1148.0,2132.0,1704.97
ITEM_0000316,ORD_000224,PRD_0076,1,1790.0,948.7,841.3,761.26
ITEM_0000317,ORD_000225,PRD_0133,1,940.0,112.8,827.2,482.89
ITEM_0000318,ORD_000225,PRD_0172,1,1160.0,255.2,904.8,512.1
ITEM_0000319,ORD_000225,PRD_0160,1,1600.0,464.0,1136.0,769.38
ITEM_0000320,ORD_000226,PRD_0032,1,2410.0,1373.7,1036.3,1182.23
ITEM_0000321,ORD_000226,PRD_0071,1,3660.0,1427.4,2232.6,1845.99
ITEM_0000322,ORD_000227,PRD_0065,1,2590.0,569.8,2020.2,1265.43
