order_id,cust_id,order_date,delivery_date,order_status,payment_mode,sale_event,gross_gmv,discount_amount,net_gmv,order_cogs
ORD_000072,CUST_00679,2024-11-09,2024-11-14,Delivered,COD,BAU Regular,1810.0,687.8,1122.2,989.92
ORD_000073,CUST_08102,2024-05-09,2024-05-13,Delivered,Debit Card,BAU Regular,1120.0,358.4,761.6,603.32
ORD_000074,CUST_06063,2025-12-10,2025-12-12,Delivered,Credit Card,EORS / BFF Event,1290.0,577.2,712.8,596.72
ORD_000075,CUST_04501,2024-10-31,,RTO,COD,EORS / BFF Event,4700.0,2115.0,2585.0,2080.28
ORD_000076,CUST_00735,2025-10-17,,RTO,COD,EORS / BFF Event,2660.0,1296.4,1363.6,1185.37
ORD_000077,CUST_03444,2024-06-08,2024-06-14,Returned,COD,EORS / BFF Event,6480.0,2278.6,4201.4,3038.46
ORD_000078,CUST_10843,2025-02-06,2025-02-08,Delivered,COD,BAU Regular,7050.0,1722.0,5328.0,3534.07
ORD_000079,CUST_01954,2024-01-19,2024-01-22,Returned,UPI,BAU Regular,1090.0,316.1,773.9,516.21
ORD_000080,CUST_02530,2025-07-24,2025-07-27,Returned,Credit Card,BAU Regular,5720.0,1277.1,4442.9,2686.42
ORD_000081,CUST_02359,2025-03-08,2025-03-11,Delivered,Credit Card,BAU Regular,3810.0,457.2,3352.8,1772.0
ORD_000082,CUST_10950,2025-04-18,2025-04-24,Delivered,Credit Card,BAU Regular,7410.0,2554.7,4855.3,3754.66
ORD_000083,CUST_08465,2024-02-10,2024-02-13,Returned,Credit Card,BAU Regular,2980.0,923.8,2056.2,1500.06
ORD_000084,CUST_10812,2024-06-19,2024-06-21,Delivered,COD,EORS / BFF Event,3450.0,1839.3,1610.7,1562.58
ORD_000085,CUST_11130,2024-03-02,2024-03-07,Delivered,UPI,BAU Regular,3190.0,733.7,2456.3,1355.64
ORD_000086,CUST_11333,2024-08-14,2024-08-19,Delivered,COD,BAU Regular,1850.0,370.0,1480.0,843.02
ORD_000087,CUST_05789,2025-04-20,2025-04-24,Delivered,COD,BAU Regular,1450.0,275.5,1174.5,759.23
ORD_000088,CUST_05699,2025-02-23,2025-02-28,Delivered,UPI,BAU Regular,2930.0,703.2,2226.8,1429.18
ORD_000089,CUST_10131,2025-04-06,2025-04-08,Delivered,Debit Card,BAU Regular,1760.0,316.8,1443.2,832.47
ORD_000090,CUST_03860,2025-02-08,2025-02-12,Delivered,Credit Card,BAU Regular,3290.0,1009.4,2280.6,1566.35
ORD_000091,CUST_00325,2024-07-31,2024-08-02,Delivered,COD,BAU Regular,1560.0,421.2,1138.8,839.85
ORD_000092,CUST_03854,2024-07-09,2024-07-13,Delivered,COD,BAU Regular,1990.0,338.3,1651.7,860.0
ORD_000093,CUST_08679,2024-04-28,,RTO,COD,BAU Regular,4400.0,1100.0,3300.0,2379.56
ORD_000094,CUST_01425,2025-10-04,2025-10-06,Delivered,Debit Card,EORS / BFF Event,870.0,374.1,495.9,444.13
ORD_000095,CUST_09637,2025-04-10,2025-04-12,Delivered,UPI,BAU Regular,2250.0,720.0,1530.0,1188.69
ORD_000096,CUST_09958,2024-06-07,2024-06-13,Delivered,COD,EORS / BFF Event,940.0,470.0,470.0,475.93
ORD_000097,CUST_01161,2024-06-02,,RTO,COD,EORS / BFF Event,5210.0,1979.8,3230.2,2362.66
ORD_000098,CUST_01109,2025-10-16,2025-10-21,Delivered,UPI,EORS / BFF Event,2390.0,884.3,1505.7,1295.01
ORD_000099,CUST_02253,2025-07-08,2025-07-10,Delivered,UPI,BAU Regular,4070.0,883.2,3186.8,1927.73
ORD_000100,CUST_04178,2025-05-19,2025-05-21,Delivered,Credit Card,BAU Regular,3230.0,855.1,2374.9,1669.43
ORD_000101,CUST_06264,2024-11-01,,RTO,COD,BAU Regular,4630.0,1241.3,3388.7,2353.45
ORD_000102,CUST_05789,2024-07-22,2024-07-28,Delivered,COD,BAU Regular,2850.0,584.5,2265.5,1514.35
ORD_000103,CUST_10415,2025-12-21,2025-12-27,Returned,COD,EORS / BFF Event,3380.0,1784.0,1596.0,1799.98
ORD_000104,CUST_01592,2025-08-22,2025-08-26,Delivered,COD,BAU Regular,2890.0,520.2,2369.8,1484.16
ORD_000105,CUST_08459,2024-08-25,2024-08-31,Returned,Credit Card,BAU Regular,5260.0,1149.6,4110.4,2742.6
ORD_000106,CUST_06452,2025-10-04,2025-10-10,Returned,UPI,EORS / BFF Event,4470.0,2011.5,2458.5,2052.55
ORD_000107,CUST_09001,2025-07-20,2025-07-22,Delivered,Credit Card,BAU Regular,3860.0,1127.6,2732.4,1836.96
ORD_000108,CUST_04017,2024-08-21,,RTO,UPI,BAU Regular,1570.0,235.5,1334.5,753.97
ORD_000109,CUST_05615,2024-11-19,2024-11-22,Delivered,COD,BAU Regular,1170.0,397.8,772.2,639.91
ORD_000110,CUST_00419,2024-06-07,2024-06-11,Returned,COD,EORS / BFF Event,2250.0,1350.0,900.0,1188.69
ORD_000111,CUST_01334,2024-04-04,2024-04-10,Delivered,UPI,BAU Regular,1330.0,465.5,864.5,689.95
ORD_000112,CUST_04439,2025-06-25,2025-07-01,Delivered,UPI,EORS / BFF Event,790.0,355.5,434.5,422.4
ORD_000113,CUST_05749,2024-07-26,2024-07-31,Delivered,COD,BAU Regular,1820.0,546.0,1274.0,819.32
ORD_000114,CUST_01024,2025-09-12,2025-09-16,Delivered,UPI,BAU Regular,1460.0,306.6,1153.4,615.71
ORD_000115,CUST_10080,2025-12-29,,RTO,COD,EORS / BFF Event,6100.0,2758.9,3341.1,2922.24
ORD_000116,CUST_11500,2024-03-04,2024-03-07,Delivered,UPI,BAU Regular,3710.0,586.1,3123.9,1689.83
ORD_000117,CUST_07028,2024-12-18,2024-12-24,Delivered,UPI,EORS / BFF Event,7360.0,3214.1,4145.9,3423.74
ORD_000118,CUST_00533,2025-08-26,2025-08-28,Delivered,Credit Card,BAU Regular,5980.0,1822.8,4157.2,2986.5
ORD_000119,CUST_09029,2025-08-14,2025-08-17,Delivered,COD,BAU Regular,4360.0,1002.8,3357.2,2206.53
ORD_000120,CUST_02507,2025-07-21,,RTO,COD,BAU Regular,4530.0,1317.4,3212.6,2317.89
ORD_000121,CUST_08944,2024-10-04,2024-10-08,Delivered,COD,EORS / BFF Event,6090.0,2385.6,3704.4,3106.25
ORD_000122,CUST_05211,2024-12-08,2024-12-10,Delivered,UPI,EORS / BFF Event,1990.0,915.4,1074.6,860.0
ORD_000123,CUST_00533,2025-03-21,2025-03-24,Delivered,UPI,BAU Regular,1630.0,277.1,1352.9,849.55
ORD_000124,CUST_03353,2025-12-18,2025-12-24,Delivered,Credit Card,EORS / BFF Event,2410.0,1325.5,1084.5,1182.23
ORD_000125,CUST_05119,2024-09-18,2024-09-22,Delivered,UPI,BAU Regular,4310.0,560.3,3749.7,2160.98
ORD_000126,CUST_08998,2025-11-16,2025-11-19,Delivered,Credit Card,BAU Regular,1860.0,669.6,1190.4,1014.04
ORD_000127,CUST_01465,2024-07-28,2024-08-03,Delivered,UPI,BAU Regular,3130.0,557.5,2572.5,1605.22
ORD_000128,CUST_03403,2025-12-26,2026-01-01,Delivered,Credit Card,EORS / BFF Event,8240.0,4090.7,4149.3,4060.01
ORD_000129,CUST_01012,2025-05-29,2025-06-02,Returned,COD,BAU Regular,1730.0,259.5,1470.5,802.53
ORD_000130,CUST_07319,2024-12-13,2024-12-16,Returned,Credit Card,EORS / BFF Event,840.0,420.0,420.0,447.68
ORD_000131,CUST_05671,2025-04-07,2025-04-11,Delivered,UPI,BAU Regular,7030.0,1944.9,5085.1,3099.7
ORD_000132,CUST_11347,2024-07-30,,RTO,UPI,BAU Regular,2330.0,302.9,2027.1,1015.65
ORD_000133,CUST_09043,2024-07-31,2024-08-05,Delivered,COD,BAU Regular,3100.0,1054.0,2046.0,1481.52
ORD_000134,CUST_09527,2024-04-07,2024-04-12,Delivered,Credit Card,BAU Regular,5530.0,1472.2,4057.8,2714.69
ORD_000135,CUST_01839,2024-04-07,2024-04-09,Delivered,UPI,BAU Regular,1790.0,250.6,1539.4,761.26
ORD_000136,CUST_03149,2024-10-04,2024-10-09,Delivered,UPI,EORS / BFF Event,1630.0,766.1,863.9,849.55
ORD_000137,CUST_06071,2025-07-23,,RTO,Credit Card,BAU Regular,4660.0,945.0,3715.0,2519.52
ORD_000138,CUST_00213,2025-04-02,2025-04-04,Returned,Debit Card,BAU Regular,6860.0,1787.0,5073.0,3437.56
ORD_000139,CUST_10644,2024-03-28,2024-04-03,Returned,COD,BAU Regular,3140.0,899.6,2240.4,1469.99
ORD_000140,CUST_09527,2025-10-06,2025-10-11,Delivered,COD,EORS / BFF Event,3150.0,1631.3,1518.7,1659.15
ORD_000141,CUST_00609,2025-03-27,2025-04-02,Delivered,UPI,BAU Regular,5420.0,1324.2,4095.8,2628.26
ORD_000142,CUST_10375,2025-12-12,2025-12-15,Delivered,UPI,EORS / BFF Event,1600.0,896.0,704.0,769.38
ORD_000143,CUST_00070,2025-05-29,2025-05-31,Delivered,UPI,BAU Regular,4980.0,1705.8,3274.2,2509.69
ORD_000144,CUST_01325,2024-06-01,2024-06-05,Delivered,UPI,EORS / BFF Event,8340.0,3584.2,4755.8,3871.58
ORD_000145,CUST_00555,2024-12-18,,RTO,COD,EORS / BFF Event,2660.0,1409.8,1250.2,1140.18
ORD_000146,CUST_05744,2025-05-09,2025-05-15,Delivered,UPI,BAU Regular,1540.0,492.8,1047.2,690.76
ORD_000147,CUST_09618,2024-01-22,2024-01-27,Returned,Credit Card,BAU Regular,1120.0,246.4,873.6,603.32
ORD_000148,CUST_01982,2024-01-12,2024-01-15,Delivered,Credit Card,BAU Regular,2330.0,838.8,1491.2,1015.65
ORD_000149,CUST_09425,2024-04-21,2024-04-23,Delivered,Debit Card,BAU Regular,2120.0,339.2,1780.8,910.19
ORD_000150,CUST_02079,2024-07-14,2024-07-19,Delivered,UPI,BAU Regular,5420.0,1138.2,4281.8,2495.39
ORD_000151,CUST_11918,2024-11-22,2024-11-28,Returned,UPI,BAU Regular,1550.0,573.5,976.5,673.01
ORD_000152,CUST_10417,2024-12-25,2024-12-27,Delivered,UPI,EORS / BFF Event,1760.0,686.4,1073.6,832.47
ORD_000153,CUST_09008,2024-04-29,2024-05-02,Delivered,COD,BAU Regular,4060.0,1003.8,3056.2,2020.73
ORD_000154,CUST_06960,2025-05-31,2025-06-06,Delivered,COD,BAU Regular,1170.0,152.1,1017.9,639.91
ORD_000155,CUST_02806,2025-03-22,2025-03-25,Delivered,COD,BAU Regular,750.0,270.0,480.0,329.66
ORD_000156,CUST_01361,2024-08-19,2024-08-24,Delivered,Credit Card,BAU Regular,1180.0,141.6,1038.4,634.75
ORD_000157,CUST_05486,2024-01-11,2024-01-16,Returned,UPI,BAU Regular,4290.0,858.0,3432.0,2082.52
ORD_000158,CUST_04760,2024-03-05,2024-03-09,Delivered,UPI,BAU Regular,2590.0,984.2,1605.8,1265.43
ORD_000159,CUST_08102,2024-10-25,2024-10-31,Returned,Credit Card,EORS / BFF Event,1520.0,699.2,820.8,691.13
ORD_000160,CUST_01911,2024-05-13,2024-05-16,Returned,UPI,BAU Regular,4050.0,1119.9,2930.1,1982.68
ORD_000161,CUST_06609,2024-10-17,2024-10-20,Delivered,UPI,EORS / BFF Event,1040.0,551.2,488.8,510.36
ORD_000162,CUST_08400,2025-04-20,,RTO,COD,BAU Regular,2510.0,552.2,1957.8,1080.08
ORD_000163,CUST_03503,2025-02-06,2025-02-09,Delivered,Credit Card,BAU Regular,7210.0,1245.5,5964.5,3427.69
ORD_000164,CUST_09550,2024-06-29,2024-07-02,Delivered,Credit Card,EORS / BFF Event,2370.0,1327.2,1042.8,1266.19
ORD_000165,CUST_05189,2024-10-02,2024-10-04,Delivered,COD,EORS / BFF Event,4660.0,2103.3,2556.7,2073.94
ORD_000166,CUST_01820,2025-04-07,2025-04-09,Delivered,Credit Card,BAU Regular,1760.0,404.8,1355.2,832.47
ORD_000167,CUST_02211,2025-10-10,2025-10-13,Returned,UPI,EORS / BFF Event,2110.0,1081.1,1028.9,1077.06
ORD_000168,CUST_03359,2025-07-16,2025-07-21,Delivered,Debit Card,BAU Regular,1870.0,691.9,1178.1,927.63
ORD_000169,CUST_01745,2025-02-11,2025-02-13,Delivered,UPI,BAU Regular,6960.0,1168.4,5791.6,3457.63
ORD_000170,CUST_06627,2024-10-10,2024-10-13,Delivered,COD,EORS / BFF Event,1160.0,452.4,707.6,512.1
ORD_000171,CUST_11506,2024-10-12,2024-10-16,Delivered,Debit Card,EORS / BFF Event,1900.0,741.0,1159.0,953.53
ORD_000172,CUST_10950,2025-10-19,2025-10-24,Delivered,UPI,EORS / BFF Event,2450.0,1396.5,1053.5,1254.99
ORD_000173,CUST_03732,2024-01-30,2024-02-02,Returned,UPI,BAU Regular,4400.0,1276.0,3124.0,2379.56
ORD_000174,CUST_10577,2025-12-25,2025-12-30,Returned,UPI,EORS / BFF Event,2060.0,1120.3,939.7,986.96
ORD_000175,CUST_11584,2025-05-23,2025-05-25,Delivered,UPI,BAU Regular,3470.0,485.8,2984.2,1715.39
ORD_000176,CUST_03444,2025-06-04,2025-06-06,Returned,UPI,EORS / BFF Event,2670.0,1174.8,1495.2,1213.94
ORD_000177,CUST_11036,2024-01-29,2024-02-04,Delivered,UPI,BAU Regular,2220.0,519.0,1701.0,1160.35
ORD_000178,CUST_11964,2025-03-31,2025-04-02,Delivered,Debit Card,BAU Regular,1680.0,252.0,1428.0,729.83
ORD_000179,CUST_09812,2024-12-24,2024-12-30,Delivered,Credit Card,EORS / BFF Event,1900.0,1102.0,798.0,953.53
ORD_000180,CUST_04610,2024-03-30,2024-04-01,Delivered,COD,BAU Regular,1770.0,371.7,1398.3,874.72
ORD_000181,CUST_07221,2024-08-04,,Cancelled,COD,BAU Regular,1520.0,273.6,1246.4,691.13
ORD_000182,CUST_04282,2025-10-24,2025-10-29,Returned,UPI,EORS / BFF Event,2080.0,811.2,1268.8,890.97
ORD_000183,CUST_11951,2025-02-08,2025-02-11,Delivered,Credit Card,BAU Regular,6450.0,1533.6,4916.4,3119.87
ORD_000184,CUST_00767,2024-11-07,,Cancelled,COD,BAU Regular,1810.0,271.5,1538.5,888.77
ORD_000185,CUST_10950,2024-02-29,2024-03-04,Delivered,Credit Card,BAU Regular,940.0,272.6,667.4,482.89
ORD_000186,CUST_00848,2025-06-21,2025-06-25,Delivered,UPI,EORS / BFF Event,1120.0,571.2,548.8,603.32
ORD_000187,CUST_00532,2025-06-15,2025-06-17,Returned,Credit Card,EORS / BFF Event,1850.0,906.5,943.5,843.02
ORD_000188,CUST_11473,2025-04-07,2025-04-13,Delivered,COD,BAU Regular,2480.0,471.2,2008.8,1348.39
ORD_000189,CUST_10604,2025-01-08,2025-01-10,Delivered,Credit Card,BAU Regular,1380.0,179.4,1200.6,637.52
ORD_000190,CUST_04257,2024-11-26,2024-11-29,Delivered,Credit Card,BAU Regular,3580.0,1217.2,2362.8,1581.97
ORD_000191,CUST_11641,2025-03-20,2025-03-24,Delivered,UPI,BAU Regular,4180.0,1377.1,2802.9,2068.5
ORD_000192,CUST_10547,2024-07-01,2024-07-07,Delivered,UPI,BAU Regular,910.0,273.0,637.0,449.19
ORD_000193,CUST_10996,2025-12-02,2025-12-08,Delivered,UPI,EORS / BFF Event,6340.0,2865.6,3474.4,3182.05
ORD_000194,CUST_07020,2025-03-16,2025-03-21,Returned,Credit Card,BAU Regular,2420.0,556.6,1863.4,1145.42
ORD_000195,CUST_11643,2024-09-03,2024-09-09,Returned,UPI,BAU Regular,3410.0,521.9,2888.1,1776.55
ORD_000196,CUST_09928,2024-12-06,2024-12-10,Delivered,Credit Card,EORS / BFF Event,1450.0,652.5,797.5,692.53
ORD_000197,CUST_11473,2025-08-30,2025-09-05,Returned,COD,BAU Regular,2450.0,612.5,1837.5,1254.99
ORD_000198,CUST_03396,2024-05-20,2024-05-23,Delivered,COD,BAU Regular,3880.0,504.4,3375.6,1937.5
ORD_000199,CUST_06259,2024-08-17,2024-08-22,Delivered,UPI,BAU Regular,3890.0,861.2,3028.8,1951.67
ORD_000200,CUST_10610,2025-06-04,2025-06-06,Delivered,UPI,EORS / BFF Event,1300.0,687.0,613.0,594.3
ORD_000201,CUST_06779,2024-09-07,2024-09-12,Delivered,UPI,BAU Regular,2990.0,538.2,2451.8,1388.95
ORD_000202,CUST_09841,2025-08-18,2025-08-21,Delivered,COD,BAU Regular,2760.0,993.6,1766.4,1317.73
ORD_000203,CUST_11744,2024-04-22,2024-04-24,Returned,UPI,BAU Regular,3470.0,936.9,2533.1,1715.39
ORD_000204,CUST_09884,2025-07-23,2025-07-29,Delivered,UPI,BAU Regular,1110.0,255.3,854.7,529.18
ORD_000205,CUST_03650,2024-02-25,2024-02-28,Returned,COD,BAU Regular,980.0,186.2,793.8,500.6
ORD_000206,CUST_01351,2024-01-10,2024-01-16,Returned,Credit Card,BAU Regular,1700.0,646.0,1054.0,720.35
ORD_000207,CUST_03281,2025-10-28,2025-10-30,Delivered,UPI,EORS / BFF Event,6220.0,3558.8,2661.2,3143.5
ORD_000208,CUST_07938,2025-03-09,2025-03-13,Delivered,UPI,BAU Regular,4630.0,740.8,3889.2,2498.8
ORD_000209,CUST_00166,2024-10-05,2024-10-09,Delivered,COD,EORS / BFF Event,4360.0,1613.2,2746.8,2190.12
ORD_000210,CUST_02133,2024-06-30,2024-07-05,Delivered,Credit Card,EORS / BFF Event,1730.0,847.7,882.3,802.53
ORD_000211,CUST_03790,2025-04-10,,Cancelled,COD,BAU Regular,760.0,243.2,516.8,355.44
ORD_000212,CUST_10699,2025-01-07,2025-01-09,Delivered,COD,BAU Regular,1600.0,576.0,1024.0,844.72
ORD_000213,CUST_00532,2025-12-27,2025-12-29,Delivered,Credit Card,EORS / BFF Event,2720.0,1360.0,1360.0,1169.52
ORD_000214,CUST_00532,2025-12-23,2025-12-27,Delivered,COD,EORS / BFF Event,720.0,403.2,316.8,380.6
ORD_000215,CUST_06495,2025-04-27,2025-05-01,Delivered,COD,BAU Regular,3860.0,1080.8,2779.2,2020.73
ORD_000216,CUST_01972,2024-12-02,2024-12-07,Delivered,UPI,EORS / BFF Event,3160.0,1458.8,1701.2,1336.06
ORD_000217,CUST_02804,2024-12-27,,RTO,COD,EORS / BFF Event,7500.0,2951.9,4548.1,3766.31
ORD_000218,CUST_02076,2025-06-05,2025-06-11,Delivered,UPI,EORS / BFF Event,2330.0,885.4,1444.6,1015.65
ORD_000219,CUST_06811,2024-03-27,2024-03-30,Delivered,UPI,BAU Regular,2080.0,582.4,1497.6,890.97
